SA2,SA2 NAME,Earners,Median age,Sum,Median,Mean
316011415,Mountain Creek," 7,201 ", 40 ," 402,189,265 "," 46,514 "," 55,852 "
316011416,Sippy Downs," 5,570 ", 39 ," 270,799,388 "," 40,860 "," 48,617 "
316021417,Aroona - Currimundi," 5,872 ", 45 ," 304,224,666 "," 43,592 "," 51,809 "
316021418,Buddina - Minyama," 4,438 ", 47 ," 312,463,096 "," 46,005 "," 70,406 "
316021419,Caloundra - Kings Beach," 3,679 ", 51 ," 187,055,693 "," 40,258 "," 50,844 "
316021420,Caloundra - West," 12,878 ", 40 ," 696,713,457 "," 47,434 "," 54,101 "
316021421,Golden Beach - Pelican Waters," 7,164 ", 52 ," 405,808,366 "," 40,222 "," 56,646 "
316021422,Moffat Beach - Battery Hill," 4,860 ", 47 ," 287,123,818 "," 43,459 "," 59,079 "
316021423,Parrearra - Warana," 5,951 ", 46 ," 361,935,798 "," 46,371 "," 60,819 "
316021424,Wurtulla - Birtinya," 5,321 ", 42 ," 322,750,760 "," 48,467 "," 60,656 "
316031425,Coolum Beach," 9,456 ", 45 ," 532,970,714 "," 44,586 "," 56,363 "
316031426,Marcoola - Mudjimba," 7,323 ", 47 ," 409,969,511 "," 44,090 "," 55,984 "
316031427,Maroochydore - Kuluin," 12,271 ", 43 ," 634,092,052 "," 42,105 "," 51,674 "
316031428,Mooloolaba - Alexandra Headland," 8,201 ", 45 ," 484,457,633 "," 44,686 "," 59,073 "
316051434,Noosa Heads," 3,311 ", 52 ," 240,070,112 "," 40,483 "," 72,507 "
316051435,Noosaville," 5,892 ", 53 ," 342,015,285 "," 38,040 "," 58,047 "
316051437,Sunshine Beach," 4,576 ", 48 ," 279,662,359 "," 41,854 "," 61,115 "
316051438,Tewantin," 5,714 ", 48 ," 265,255,299 "," 38,946 "," 46,422 "
316051543,Peregian Beach - Marcus Beach," 2,691 ", 47 ," 161,963,456 "," 41,245 "," 60,187 "
316051544,Peregian Springs," 5,043 ", 44 ," 280,539,365 "," 44,004 "," 55,629 "
316061439,Beerwah," 4,873 ", 43 ," 256,153,748 "," 43,950 "," 52,566 "
316061440,Caloundra Hinterland," 5,231 ", 54 ," 240,207,069 "," 33,775 "," 45,920 "
316061441,Glass House Mountains," 3,543 ", 45 ," 187,812,303 "," 45,106 "," 53,009 "
316061442,Landsborough," 6,666 ", 44 ," 365,634,315 "," 44,757 "," 54,851 "
316061443,Maroochy Hinterland," 3,923 ", 52 ," 193,951,451 "," 36,660 "," 49,440 "
316061444,Palmwoods," 6,602 ", 47 ," 364,393,118 "," 43,015 "," 55,194 "
316071545,Bli Bli," 5,797 ", 42 ," 314,212,975 "," 46,600 "," 54,203 "
316071546,Diddillibah - Rosemount," 2,409 ", 48 ," 141,566,609 "," 44,440 "," 58,766 "
316071547,Eumundi - Yandina," 6,941 ", 47 ," 382,571,692 "," 42,382 "," 55,118 "
316071548,Nambour," 11,017 ", 44 ," 540,825,986 "," 44,145 "," 49,090 "
316081549,Noosa Hinterland," 13,798 ", 49 ," 700,907,470 "," 38,515 "," 50,798 "
317011445,Cambooya - Wyreema," 4,463 ", 42 ," 269,501,591 "," 52,394 "," 60,386 "
317011446,Darling Heights," 7,217 ", 37 ," 365,078,573 "," 45,109 "," 50,586 "
317011447,Drayton - Harristown," 5,187 ", 40 ," 260,513,834 "," 46,587 "," 50,224 "
317011448,Gatton," 4,840 ", 32 ," 187,710,568 "," 31,870 "," 38,783 "
317011449,Gowrie (Qld)," 3,912 ", 41 ," 226,334,505 "," 53,336 "," 57,856 "
317011450,Highfields," 8,281 ", 46 ," 522,699,294 "," 52,271 "," 63,120 "
317011451,Lockyer Valley - West," 6,788 ", 45 ," 389,382,335 "," 47,426 "," 57,363 "
317011452,Middle Ridge," 4,437 ", 47 ," 329,032,231 "," 57,028 "," 74,156 "
317011453,Newtown (Qld)," 5,147 ", 38 ," 258,148,574 "," 46,465 "," 50,155 "
317011454,North Toowoomba - Harlaxton," 3,024 ", 39 ," 166,402,374 "," 47,702 "," 55,027 "
317011455,Rangeville," 5,101 ", 46 ," 327,737,768 "," 50,301 "," 64,250 "
317011456,Toowoomba - Central," 7,798 ", 41 ," 420,634,364 "," 47,635 "," 53,941 "
317011457,Toowoomba - East," 6,070 ", 45 ," 474,078,078 "," 55,775 "," 78,102 "
317011458,Toowoomba - West," 8,533 ", 41 ," 497,155,054 "," 51,884 "," 58,263 "
317011459,Wilsonton," 6,634 ", 41 ," 321,976,562 "," 46,114 "," 48,534 "
318011460,Ayr," 5,289 ", 44 ," 295,704,515 "," 47,540 "," 55,909 "
318011461,Burdekin," 4,501 ", 47 ," 245,873,265 "," 48,240 "," 54,626 "
318011462,Charters Towers," 3,909 ", 44 ," 221,763,740 "," 48,423 "," 56,732 "
318011463,Dalrymple," 1,745 ", 45 ," 92,304,637 "," 44,362 "," 52,897 "
318011464,Ingham," 2,420 ", 50 ," 131,142,825 "," 45,945 "," 54,191 "
318011465,Ingham Region," 3,595 ", 50 ," 194,156,981 "," 48,324 "," 54,008 "
318011466,Palm Island, 590 , 39 ," 28,302,874 "," 42,228 "," 47,971 "
318021467,Aitkenvale," 2,584 ", 43 ," 140,450,625 "," 46,449 "," 54,354 "
318021468,Annandale," 5,260 ", 45 ," 373,707,478 "," 57,474 "," 71,047 "
318021469,Belgian Gardens - Pallarenda," 1,884 ", 46 ," 146,499,732 "," 59,482 "," 77,760 "
318021470,Bohle Plains," 4,751 ", 38 ," 316,753,258 "," 62,176 "," 66,671 "
318021471,Condon - Rasmussen," 5,358 ", 41 ," 293,383,414 "," 49,475 "," 54,756 "
318021472,Cranbrook," 3,176 ", 44 ," 167,429,736 "," 45,440 "," 52,717 "
318021473,Deeragun," 13,652 ", 36 ," 882,196,829 "," 58,759 "," 64,620 "
318021474,Douglas," 4,532 ", 33 ," 311,312,994 "," 61,509 "," 68,692 "
318021475,Garbutt - West End," 3,457 ", 42 ," 205,213,433 "," 53,070 "," 59,362 "
318021476,Gulliver - Currajong - Vincent," 4,058 ", 41 ," 219,650,531 "," 49,935 "," 54,128 "
318021477,Heatley," 1,974 ", 43 ," 102,774,582 "," 46,459 "," 52,064 "
318021478,Hermit Park - Rosslea," 2,962 ", 41 ," 178,092,657 "," 52,452 "," 60,126 "
318021479,Hyde Park - Pimlico," 2,649 ", 42 ," 161,074,592 "," 50,569 "," 60,806 "
318021480,Kelso," 5,439 ", 40 ," 306,394,559 "," 50,260 "," 56,333 "
318021481,Kirwan - East," 3,900 ", 42 ," 205,847,287 "," 47,265 "," 52,781 "
318021482,Kirwan - West," 9,325 ", 42 ," 576,164,097 "," 55,431 "," 61,787 "
318021483,Magnetic Island," 1,341 ", 52 ," 62,233,466 "," 33,408 "," 46,408 "
318021484,Mount Louisa," 5,761 ", 38 ," 383,318,991 "," 57,790 "," 66,537 "
318021485,Mundingburra," 1,947 ", 46 ," 121,150,924 "," 50,305 "," 62,224 "
318021486,Northern Beaches," 3,557 ", 46 ," 211,097,563 "," 51,708 "," 59,347 "
318021487,Oonoonba," 4,229 ", 37 ," 303,196,115 "," 63,178 "," 71,695 "
318021488,South Townsville - Railway Estate," 3,166 ", 40 ," 192,513,968 "," 53,591 "," 60,807 "
318021489,Townsville - South," 2,690 ", 47 ," 173,222,635 "," 55,541 "," 64,395 "
318021490,Townsville City - North Ward," 6,177 ", 42 ," 504,854,011 "," 60,837 "," 81,731 "
318021491,Wulguru - Roseneath," 2,796 ", 44 ," 155,866,681 "," 50,333 "," 55,746 "
319011492,Ashfield - Kepnock," 2,632 ", 42 ," 128,387,150 "," 42,632 "," 48,779 "
319011493,Bargara - Burnett Heads," 9,220 ", 48 ," 544,263,536 "," 45,134 "," 59,031 "
319011494,Branyan - Kensington," 2,627 ", 43 ," 147,277,978 "," 46,151 "," 56,063 "
319011495,Bundaberg," 2,970 ", 36 ," 125,177,712 "," 32,924 "," 42,147 "
319011496,Bundaberg East - Kalkie," 2,891 ", 42 ," 157,054,866 "," 44,838 "," 54,325 "
319011497,Bundaberg North - Gooburrum," 3,479 ", 46 ," 166,009,310 "," 40,033 "," 47,718 "
319011498,Bundaberg Region - North," 4,574 ", 48 ," 213,291,305 "," 37,746 "," 46,631 "
319011499,Bundaberg Region - South," 4,952 ", 50 ," 227,918,184 "," 36,634 "," 46,025 "
319011500,Millbank - Avoca," 3,458 ", 45 ," 172,517,137 "," 43,714 "," 49,889 "
319011501,Svensson Heights - Norville," 2,625 ", 44 ," 121,334,862 "," 42,293 "," 46,223 "
319011502,Walkervale - Avenell Heights," 4,960 ", 43 ," 235,993,866 "," 42,335 "," 47,579 "
319021503,Gayndah - Mundubbera," 3,673 ", 46 ," 151,880,179 "," 34,254 "," 41,350 "
319021504,Gin Gin," 2,327 ", 49 ," 92,648,703 "," 31,023 "," 39,815 "
319021505,Kingaroy," 5,241 ", 42 ," 283,752,681 "," 45,719 "," 54,141 "
319021506,Kingaroy Region - North," 4,031 ", 48 ," 164,337,558 "," 36,531 "," 40,768 "
319021507,Kingaroy Region - South," 2,226 ", 48 ," 105,122,744 "," 39,048 "," 47,225 "
319021508,Monto - Eidsvold," 1,868 ", 49 ," 83,421,305 "," 33,583 "," 44,658 "
319021509,Nanango," 3,830 ", 48 ," 169,467,467 "," 36,294 "," 44,247 "
319021510,North Burnett, np , np , np , np , np 
319031511,Cooloola," 2,528 ", 54 ," 98,384,161 "," 28,000 "," 38,918 "
319031512,Gympie - North," 6,504 ", 44 ," 293,734,003 "," 39,926 "," 45,162 "
319031513,Gympie - South," 3,502 ", 45 ," 175,423,101 "," 42,363 "," 50,092 "
319031514,Gympie Region," 10,136 ", 48 ," 465,608,026 "," 37,536 "," 45,936 "
319031515,Kilkivan," 1,812 ", 49 ," 69,537,850 "," 32,789 "," 38,376 "
319041516,Booral - River Heads," 2,603 ", 47 ," 129,323,342 "," 40,012 "," 49,682 "
319041517,Craignish - Dundowran Beach," 2,890 ", 48 ," 168,199,751 "," 43,755 "," 58,201 "
319041518,Pialba - Eli Waters," 6,069 ", 46 ," 307,277,333 "," 39,445 "," 50,631 "
319041519,Point Vernon," 2,513 ", 48 ," 117,462,315 "," 38,294 "," 46,742 "
319041520,Torquay - Scarness - Kawungan," 6,568 ", 47 ," 315,226,351 "," 40,676 "," 47,994 "
319041521,Urangan - Wondunna," 6,391 ", 47 ," 311,983,264 "," 40,341 "," 48,816 "
319051522,Burrum - Fraser," 4,130 ", 50 ," 181,929,392 "," 37,246 "," 44,051 "
319051523,Granville," 1,340 ", 47 ," 63,026,814 "," 40,886 "," 47,035 "
319051524,Maryborough (Qld)," 7,463 ", 46 ," 351,464,928 "," 41,468 "," 47,094 "
319051525,Maryborough Region - South," 3,890 ", 51 ," 167,929,833 "," 36,469 "," 43,170 "
319051526,Tinana," 2,865 ", 48 ," 143,241,128 "," 43,435 "," 49,997 "
401011001,Adelaide," 8,871 ", 37 ," 588,154,282 "," 46,093 "," 66,301 "
401011002,North Adelaide," 4,238 ", 46 ," 421,486,375 "," 60,168 "," 99,454 "
401021003,Adelaide Hills," 4,223 ", 49 ," 261,241,540 "," 49,842 "," 61,862 "
401021004,Aldgate - Stirling," 11,528 ", 48 ," 900,758,941 "," 55,974 "," 78,137 "
401021005,Hahndorf - Echunga," 2,839 ", 49 ," 184,188,295 "," 48,574 "," 64,878 "
401021006,Lobethal - Woodside," 5,594 ", 47 ," 335,435,246 "," 48,057 "," 59,963 "
401021007,Mount Barker," 10,744 ", 43 ," 617,492,332 "," 49,265 "," 57,473 "
401021008,Mount Barker Region," 3,931 ", 47 ," 215,354,610 "," 47,234 "," 54,784 "
401021009,Nairne," 2,986 ", 42 ," 162,421,805 "," 48,786 "," 54,394 "
401021010,Uraidla - Summertown," 3,454 ", 48 ," 237,682,759 "," 53,632 "," 68,814 "
401031011,Burnside - Wattle Park," 12,325 ", 49 ," 1,028,363,279 "," 56,610 "," 83,437 "
401031012,Glenside - Beaumont," 6,522 ", 49 ," 571,951,337 "," 57,320 "," 87,696 "
401031013,Toorak Gardens," 10,914 ", 50 ," 979,384,940 "," 56,658 "," 89,737 "
401041014,Athelstone," 6,034 ", 47 ," 357,152,059 "," 49,605 "," 59,190 "
401041015,Paradise - Newton," 11,185 ", 43 ," 578,958,397 "," 45,019 "," 51,762 "
401041016,Rostrevor - Magill," 12,934 ", 44 ," 751,564,597 "," 48,174 "," 58,108 "
401051017,Norwood (SA)," 6,715 ", 44 ," 498,240,180 "," 54,096 "," 74,198 "
401051018,Payneham - Felixstow," 7,270 ", 43 ," 425,105,559 "," 47,620 "," 58,474 "
401051019,St Peters - Marden," 8,494 ", 45 ," 700,421,373 "," 56,283 "," 82,461 "
401061020,Nailsworth - Broadview," 3,931 ", 43 ," 272,537,445 "," 57,096 "," 69,330 "
401061021,Prospect," 9,264 ", 41 ," 637,581,717 "," 54,693 "," 68,824 "
401061022,Walkerville," 4,997 ", 48 ," 523,593,177 "," 60,803 "," 104,782 "
401071023,Goodwood - Millswood," 11,474 ", 44 ," 953,420,584 "," 58,233 "," 83,094 "
401071024,Unley - Parkside," 13,219 ", 47 ," 1,088,560,737 "," 57,612 "," 82,348 "
402011025,Gawler - North," 5,536 ", 44 ," 320,952,262 "," 51,773 "," 57,975 "
402011026,Gawler - South," 10,934 ", 44 ," 599,121,547 "," 48,795 "," 54,794 "
402011027,Lewiston - Two Wells," 3,292 ", 45 ," 183,531,256 "," 49,196 "," 55,751 "
402021028,Craigmore - Blakeview," 10,191 ", 39 ," 546,548,278 "," 50,405 "," 53,630 "
402021029,Davoren Park," 7,179 ", 35 ," 330,264,468 "," 44,212 "," 46,004 "
402021030,Elizabeth," 3,244 ", 40 ," 128,632,644 "," 37,979 "," 39,652 "
402021031,Elizabeth East," 5,927 ", 41 ," 288,250,567 "," 45,499 "," 48,633 "
402021032,Munno Para West - Angle Vale," 6,939 ", 35 ," 363,412,353 "," 49,512 "," 52,372 "
402021033,One Tree Hill," 1,631 ", 50 ," 108,635,854 "," 50,236 "," 66,607 "
402021034,Smithfield - Elizabeth North," 4,457 ", 39 ," 188,618,483 "," 41,978 "," 42,320 "
402021035,Virginia - Waterloo Corner," 2,197 ", 42 ," 112,524,766 "," 45,743 "," 51,217 "
402031036,Enfield - Blair Athol," 12,164 ", 37 ," 586,287,555 "," 42,966 "," 48,199 "
402031037,Northgate - Oakden - Gilles Plains," 13,885 ", 39 ," 766,556,123 "," 49,924 "," 55,207 "
402031038,Windsor Gardens," 11,955 ", 38 ," 645,076,778 "," 48,377 "," 53,959 "
402041039,Dry Creek - North, np , np , np , np , np 
402041040,Ingle Farm," 7,621 ", 42 ," 381,861,502 "," 46,874 "," 50,106 "
402041041,Para Hills," 8,109 ", 42 ," 415,554,997 "," 46,891 "," 51,246 "
402041042,Parafield, 12 , 30 ," 582,906 "," 41,612 "," 48,576 "
402041043,Parafield Gardens," 8,542 ", 39 ," 400,676,728 "," 44,518 "," 46,907 "
402041044,Paralowie," 8,879 ", 39 ," 434,463,690 "," 46,727 "," 48,932 "
402041046,Salisbury," 7,912 ", 40 ," 355,153,087 "," 43,302 "," 44,888 "
402041047,Salisbury East," 9,445 ", 43 ," 494,456,763 "," 47,637 "," 52,351 "
402041048,Salisbury North," 8,211 ", 37 ," 396,460,558 "," 47,160 "," 48,284 "
402041171,Mawson Lakes - Globe Derby Park," 8,431 ", 37 ," 506,389,677 "," 53,344 "," 60,063 "
402041172,Pooraka - Cavan," 3,978 ", 40 ," 195,808,764 "," 44,985 "," 49,223 "
402051049,Golden Grove," 6,206 ", 45 ," 388,473,693 "," 53,782 "," 62,596 "
402051050,Greenwith," 5,471 ", 44 ," 336,000,241 "," 55,042 "," 61,415 "
402051051,Highbury - Dernancourt," 6,758 ", 46 ," 401,265,526 "," 50,913 "," 59,376 "
402051052,Hope Valley - Modbury," 8,854 ", 41 ," 436,957,568 "," 45,382 "," 49,351 "
402051053,Modbury Heights," 11,473 ", 45 ," 638,097,477 "," 50,947 "," 55,617 "
402051054,Redwood Park," 9,790 ", 44 ," 553,705,802 "," 51,216 "," 56,558 "
402051055,St Agnes - Ridgehaven," 7,417 ", 45 ," 403,340,890 "," 49,642 "," 54,381 "
403011056,Brighton (SA)," 9,110 ", 49 ," 619,462,130 "," 52,407 "," 67,998 "
403011057,Glenelg (SA)," 13,494 ", 48 ," 984,265,566 "," 54,150 "," 72,941 "
403021058,Edwardstown," 8,044 ", 39 ," 437,945,873 "," 48,140 "," 54,444 "
403021059,Hallett Cove," 7,948 ", 46 ," 463,270,666 "," 51,743 "," 58,288 "
403021060,Marino - Seaview Downs," 5,952 ", 46 ," 352,159,449 "," 50,315 "," 59,167 "
403021061,Mitchell Park," 8,179 ", 39 ," 412,613,497 "," 45,344 "," 50,448 "
403021062,Morphettville," 8,719 ", 41 ," 512,953,140 "," 51,400 "," 58,832 "
403021063,Sheidow Park - Trott Park," 6,320 ", 42 ," 359,859,356 "," 52,670 "," 56,940 "
403021064,Warradale," 8,403 ", 41 ," 456,784,457 "," 48,416 "," 54,360 "
403031065,Belair," 3,084 ", 49 ," 217,709,491 "," 54,214 "," 70,593 "
403031066,Bellevue Heights," 4,230 ", 46 ," 246,931,173 "," 46,585 "," 58,376 "
403031067,Blackwood," 7,913 ", 47 ," 530,760,557 "," 56,696 "," 67,075 "
403031068,Colonel Light Gardens," 9,631 ", 44 ," 643,955,185 "," 55,461 "," 66,863 "
403031069,Mitcham (SA)," 10,622 ", 48 ," 892,272,329 "," 57,043 "," 84,002 "
403031070,Panorama," 4,788 ", 45 ," 266,493,156 "," 46,474 "," 55,659 "
403041071,Aberfoyle Park," 7,216 ", 46 ," 411,402,428 "," 51,227 "," 57,013 "
403041072,Aldinga," 8,130 ", 43 ," 405,428,900 "," 44,617 "," 49,868 "
403041073,Christie Downs," 4,013 ", 40 ," 184,114,898 "," 42,450 "," 45,880 "
403041074,Christies Beach," 5,346 ", 44 ," 267,356,687 "," 45,066 "," 50,011 "
403041075,Clarendon," 1,804 ", 51 ," 111,640,767 "," 48,513 "," 61,885 "
403041076,Coromandel Valley," 2,795 ", 46 ," 181,199,723 "," 55,380 "," 64,830 "
403041077,Flagstaff Hill," 6,765 ", 46 ," 414,338,503 "," 51,901 "," 61,247 "
403041078,Hackham - Onkaparinga Hills," 3,387 ", 44 ," 169,269,730 "," 45,980 "," 49,976 "
403041079,Hackham West - Huntfield Heights," 3,303 ", 40 ," 148,109,479 "," 43,675 "," 44,841 "
403041080,Happy Valley," 8,268 ", 44 ," 449,272,180 "," 49,946 "," 54,339 "
403041081,Happy Valley Reservoir, np , np , np , np , np 
403041082,Lonsdale, 94 , 52 ," 5,201,317 "," 40,827 "," 55,333 "
403041083,McLaren Vale," 4,002 ", 48 ," 227,244,785 "," 46,792 "," 56,783 "
403041084,Morphett Vale - East," 7,221 ", 43 ," 348,877,038 "," 45,940 "," 48,314 "
403041085,Morphett Vale - West," 4,690 ", 40 ," 218,326,317 "," 44,875 "," 46,551 "
403041086,Reynella," 5,582 ", 42 ," 285,741,691 "," 48,935 "," 51,190 "
403041087,Seaford (SA)," 12,921 ", 42 ," 685,536,082 "," 48,734 "," 53,056 "
403041088,Willunga," 2,241 ", 49 ," 120,495,990 "," 44,674 "," 53,769 "
403041089,Woodcroft," 6,819 ", 43 ," 372,073,996 "," 50,418 "," 54,564 "
404011090,Beverley," 4,690 ", 40 ," 265,435,029 "," 51,143 "," 56,596 "
404011091,Flinders Park," 8,723 ", 42 ," 477,566,772 "," 47,862 "," 54,748 "
404011092,Henley Beach," 9,503 ", 47 ," 651,554,759 "," 53,642 "," 68,563 "
404011093,Hindmarsh - Brompton," 10,368 ", 38 ," 604,874,183 "," 51,770 "," 58,340 "
404011094,Royal Park - Hendon - Albert Park," 3,337 ", 39 ," 177,016,740 "," 49,228 "," 53,047 "
404011095,Seaton - Grange," 9,491 ", 44 ," 554,144,677 "," 48,961 "," 58,386 "
404011096,West Lakes," 9,025 ", 50 ," 600,757,086 "," 52,316 "," 66,566 "
404011097,Woodville - Cheltenham," 9,983 ", 39 ," 452,877,997 "," 47,999 "," 45,365 "
404021098,Dry Creek - South, np , np , np , np , np 
404021099,Largs Bay - Semaphore," 8,787 ", 45 ," 553,758,889 "," 55,590 "," 63,020 "
404021100,North Haven," 8,070 ", 45 ," 474,467,780 "," 52,229 "," 58,794 "
404021101,Port Adelaide," 5,882 ", 41 ," 313,367,506 "," 48,854 "," 53,276 "
404021102,The Parks," 8,812 ", 37 ," 414,101,534 "," 42,241 "," 46,993 "
404021103,Torrens Island, np , np , np , np , np 
404031104,Adelaide Airport, 4 , 50 ," 209,209 "," 31,934 "," 52,302 "
404031105,Fulham," 1,713 ", 48 ," 99,217,029 "," 47,817 "," 57,920 "
404031106,Lockleys," 8,000 ", 42 ," 480,674,220 "," 49,929 "," 60,084 "
404031107,Plympton," 14,830 ", 39 ," 812,358,801 "," 46,911 "," 54,778 "
404031108,Richmond (SA)," 9,775 ", 38 ," 551,100,020 "," 48,488 "," 56,379 "
404031109,West Beach," 3,321 ", 47 ," 222,950,234 "," 51,072 "," 67,133 "
405011110,Barossa - Angaston," 3,623 ", 48 ," 202,810,873 "," 47,122 "," 55,979 "
405011111,Light," 5,077 ", 46 ," 278,822,451 "," 49,108 "," 54,919 "
405011112,Lyndoch," 3,612 ", 46 ," 204,162,347 "," 49,522 "," 56,523 "
405011113,Mallala," 1,634 ", 47 ," 88,939,903 "," 46,161 "," 54,431 "
405011114,Nuriootpa," 3,876 ", 46 ," 208,685,499 "," 48,899 "," 53,840 "
405011115,Tanunda," 2,823 ", 48 ," 165,800,174 "," 49,284 "," 58,732 "
405021116,Clare," 2,497 ", 48 ," 137,367,158 "," 45,466 "," 55,013 "
405021117,Gilbert Valley," 2,804 ", 50 ," 141,244,866 "," 40,600 "," 50,373 "
405021118,Goyder," 2,123 ", 50 ," 108,858,942 "," 40,729 "," 51,276 "
405021119,Wakefield - Barunga West," 4,798 ", 48 ," 252,517,123 "," 44,642 "," 52,630 "
405031120,Jamestown," 2,515 ", 49 ," 142,000,846 "," 45,073 "," 56,462 "
405031121,Peterborough - Mount Remarkable," 2,626 ", 52 ," 128,548,611 "," 40,076 "," 48,952 "
405031122,Port Pirie," 6,395 ", 44 ," 342,902,327 "," 46,429 "," 53,620 "
405031123,Port Pirie Region," 1,556 ", 47 ," 88,162,327 "," 48,941 "," 56,660 "
405041124,Kadina," 2,841 ", 45 ," 145,613,778 "," 43,052 "," 51,254 "
405041125,Moonta," 2,310 ", 52 ," 107,134,850 "," 37,524 "," 46,379 "
405041126,Wallaroo," 1,804 ", 52 ," 82,325,253 "," 37,750 "," 45,635 "
405041127,Yorke Peninsula - North," 3,438 ", 53 ," 180,071,222 "," 40,165 "," 52,377 "
405041128,Yorke Peninsula - South," 2,021 ", 53 ," 94,090,443 "," 36,420 "," 46,556 "
406011129,Ceduna," 1,670 ", 44 ," 89,944,434 "," 50,385 "," 53,859 "
406011130,Eyre Peninsula," 3,692 ", 48 ," 175,152,325 "," 40,037 "," 47,441 "
406011131,Kimba - Cleve - Franklin Harbour," 2,341 ", 49 ," 112,872,358 "," 39,745 "," 48,215 "
406011132,Le Hunte - Elliston," 1,308 ", 47 ," 56,949,984 "," 37,685 "," 43,540 "
406011133,Port Lincoln," 9,000 ", 44 ," 490,470,635 "," 45,674 "," 54,497 "
406011134,West Coast (SA)," 1,892 ", 48 ," 94,636,024 "," 38,535 "," 50,019 "
406011135,Western, 5 , 58 ," 338,986 "," 68,754 "," 67,797 "
406011136,Whyalla," 9,974 ", 44 ," 611,166,853 "," 54,209 "," 61,276 "
406011137,Whyalla - North, np , np , np , np , np 
406021138,APY Lands, 203 , 35 ," 8,750,797 "," 27,564 "," 43,107 "
406021139,Coober Pedy, 756 , 44 ," 35,572,704 "," 44,048 "," 47,054 "
406021140,Quorn - Lake Gilles," 1,099 ", 51 ," 60,872,155 "," 45,716 "," 55,389 "
406021141,Outback, 946 , 47 ," 56,842,414 "," 45,419 "," 60,087 "
406021142,Port Augusta," 6,650 ", 43 ," 390,450,139 "," 51,939 "," 58,714 "
406021143,Roxby Downs," 2,562 ", 36 ," 245,029,888 "," 92,288 "," 95,640 "
407011144,Goolwa - Port Elliot," 5,746 ", 55 ," 245,622,697 "," 32,784 "," 42,747 "
407011145,Kangaroo Island," 2,798 ", 50 ," 127,093,722 "," 36,567 "," 45,423 "
407011146,Strathalbyn," 4,121 ", 48 ," 209,922,655 "," 42,947 "," 50,940 "
407011147,Strathalbyn Region," 4,187 ", 48 ," 209,815,911 "," 42,197 "," 50,111 "
407011148,Victor Harbor," 7,361 ", 54 ," 320,173,502 "," 34,328 "," 43,496 "
407011149,Yankalilla," 3,025 ", 53 ," 134,031,539 "," 36,269 "," 44,308 "
407021150,Grant," 2,769 ", 46 ," 152,236,713 "," 48,474 "," 54,979 "
407021151,Kingston - Robe," 2,247 ", 51 ," 124,270,588 "," 43,154 "," 55,305 "
407021152,Millicent," 2,764 ", 48 ," 142,259,358 "," 42,755 "," 51,469 "
407021154,Naracoorte," 4,091 ", 43 ," 210,477,334 "," 43,808 "," 51,449 "
407021155,Naracoorte Region," 1,386 ", 47 ," 80,554,538 "," 44,325 "," 58,120 "
407021156,Penola," 1,857 ", 47 ," 103,452,840 "," 46,461 "," 55,710 "
407021157,Tatiara," 4,427 ", 45 ," 224,462,902 "," 44,703 "," 50,703 "
407021158,Wattle Range," 1,746 ", 48 ," 96,229,005 "," 44,681 "," 55,114 "
407021173,Mount Gambier - East," 8,883 ", 45 ," 487,983,648 "," 48,599 "," 54,935 "
407021174,Mount Gambier - West," 7,338 ", 43 ," 387,374,577 "," 47,465 "," 52,790 "
407031159,Barmera," 3,584 ", 49 ," 172,476,064 "," 43,357 "," 48,124 "
407031160,Berri," 2,074 ", 45 ," 99,819,531 "," 42,761 "," 48,129 "
407031161,Karoonda - Lameroo," 1,739 ", 48 ," 90,890,427 "," 41,408 "," 52,266 "
407031162,Loxton," 3,090 ", 46 ," 153,981,585 "," 44,059 "," 49,832 "
407031163,Loxton Region, 812 , 47 ," 37,935,232 "," 37,679 "," 46,718 "
407031164,Mannum," 3,062 ", 51 ," 136,592,802 "," 37,788 "," 44,609 "
407031165,Murray Bridge," 9,090 ", 43 ," 413,127,466 "," 41,641 "," 45,449 "
407031166,Murray Bridge Region," 2,039 ", 48 ," 94,002,177 "," 40,365 "," 46,102 "
407031167,Renmark," 2,601 ", 43 ," 123,251,884 "," 39,800 "," 47,386 "
407031168,Renmark Region," 2,611 ", 46 ," 129,487,453 "," 43,993 "," 49,593 "
407031169,The Coorong," 2,839 ", 48 ," 140,586,297 "," 40,689 "," 49,520 "
407031170,Waikerie," 3,343 ", 48 ," 157,254,720 "," 41,348 "," 47,040 "
501011001,Augusta," 3,659 ", 48 ," 183,133,784 "," 37,574 "," 50,050 "
501011002,Busselton," 15,771 ", 46 ," 862,513,367 "," 42,588 "," 54,690 "
501011003,Busselton Region," 7,428 ", 45 ," 443,188,178 "," 42,820 "," 59,665 "
501011004,Margaret River," 6,301 ", 42 ," 340,507,815 "," 41,393 "," 54,040 "
501021005,Australind - Leschenault," 10,792 ", 43 ," 707,205,057 "," 52,189 "," 65,530 "
501021007,Capel," 3,052 ", 47 ," 179,943,795 "," 47,678 "," 58,959 "
501021008,College Grove - Carey Park," 3,202 ", 42 ," 168,786,710 "," 45,539 "," 52,713 "
501021009,Collie," 4,386 ", 46 ," 283,325,074 "," 48,860 "," 64,598 "
501021010,Dardanup," 2,038 ", 48 ," 125,150,683 "," 46,934 "," 61,409 "
501021011,Davenport, 52 , 45 ," 4,330,424 "," 68,055 "," 83,277 "
501021012,Eaton - Pelican Point," 6,938 ", 42 ," 438,651,605 "," 52,016 "," 63,225 "
